item,name,description,type,category,subcategory,text,predicted_label_id,predicted_label
http://www.wikidata.org/entity/Q2427430,Northeast Flag Replacement,"Zhang Xueliang's announcement on 29 December 1928 on replacing all banners of the Beiyang government in Manchuria with the flag of the Nationalist government, thus nominally uniting China under one state",concept,History,historical event,"[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] History | [TYPE] concept | [SUBCATEGORY] historical event | [NAME] Northeast Flag Replacement | [DESC] Zhang Xueliang's announcement on 29 December 1928 on replacing all banners of the Beiyang government in Manchuria with the flag of the Nationalist government, thus nominally uniting China under one state | [WIKI] ",2,cultural exclusive
http://www.wikidata.org/entity/Q25367,plankton,organisms that are in the water column and are incapable of swimming against current,concept,Biology,organism,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Biology | [TYPE] concept | [SUBCATEGORY] organism | [NAME] plankton | [DESC] organisms that are in the water column and are incapable of swimming against current | [WIKI] ,0,cultural agnostic
http://www.wikidata.org/entity/Q288909,Urdu poetry,tradition of poetry,concept,Literature,poetry,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Literature | [TYPE] concept | [SUBCATEGORY] poetry | [NAME] Urdu poetry | [DESC] tradition of poetry | [WIKI] ,1,cultural representative
http://www.wikidata.org/entity/Q516316,Young British Artists,loose group of visual artists,named entity,Visual Arts,art movement,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Visual Arts | [TYPE] named entity | [SUBCATEGORY] art movement | [NAME] Young British Artists | [DESC] loose group of visual artists | [WIKI] ,2,cultural exclusive
http://www.wikidata.org/entity/Q244158,skipping rope,game in which one or more participants jump over a swung rope,concept,sports,sport,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] sports | [TYPE] concept | [SUBCATEGORY] sport | [NAME] skipping rope | [DESC] game in which one or more participants jump over a swung rope | [WIKI] ,0,cultural agnostic
http://www.wikidata.org/entity/Q24151,Alligator II – The Mutation,1991 film by Jon Hess,entity,Films,film,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Films | [TYPE] entity | [SUBCATEGORY] film | [NAME] Alligator II – The Mutation | [DESC] 1991 film by Jon Hess | [WIKI] ,2,cultural exclusive
http://www.wikidata.org/entity/Q565,Wikimedia Commons,"online repository of free-use image, audio, and other media files",named entity,History,archive,"[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] History | [TYPE] named entity | [SUBCATEGORY] archive | [NAME] Wikimedia Commons | [DESC] online repository of free-use image, audio, and other media files | [WIKI] ",0,cultural agnostic
http://www.wikidata.org/entity/Q442987,Hewitt,"type of mountain or hill in England, Wales or Ireland, with at least 610 m (2000 feet) of altitude",named entity,Geography,mountain,"[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Geography | [TYPE] named entity | [SUBCATEGORY] mountain | [NAME] Hewitt | [DESC] type of mountain or hill in England, Wales or Ireland, with at least 610 m (2000 feet) of altitude | [WIKI] ",2,cultural exclusive
http://www.wikidata.org/entity/Q83020,provincial city,type of administrative division of the Republic of China (Taiwan),named entity,Geography,city,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Geography | [TYPE] named entity | [SUBCATEGORY] city | [NAME] provincial city | [DESC] type of administrative division of the Republic of China (Taiwan) | [WIKI] ,2,cultural exclusive
http://www.wikidata.org/entity/Q2453469,Juglans,large tree,concept,Biology,tree,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Biology | [TYPE] concept | [SUBCATEGORY] tree | [NAME] Juglans | [DESC] large tree | [WIKI] ,0,cultural agnostic
http://www.wikidata.org/entity/Q189819,ritual,"set of actions performed according to an established sequence, mainly for their symbolic value",named entity,Gestures and habits,tradition,"[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Gestures and habits | [TYPE] named entity | [SUBCATEGORY] tradition | [NAME] ritual | [DESC] set of actions performed according to an established sequence, mainly for their symbolic value | [WIKI] ",0,cultural agnostic
http://www.wikidata.org/entity/Q164828,Samkhya,one of six schools of Hindu philosophy,named entity,philosophy and religion,philosophical movement,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] philosophy and religion | [TYPE] named entity | [SUBCATEGORY] philosophical movement | [NAME] Samkhya | [DESC] one of six schools of Hindu philosophy | [WIKI] ,1,cultural representative
http://www.wikidata.org/entity/Q76452,Uschi Obermaier,German model (born 1946),named entity,Fashion,model,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Fashion | [TYPE] named entity | [SUBCATEGORY] model | [NAME] Uschi Obermaier | [DESC] German model (born 1946) | [WIKI] ,2,cultural exclusive
http://www.wikidata.org/entity/Q681188,paifang,traditional style of Chinese architectural arched gateway,concept,architecture,architectural style,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] architecture | [TYPE] concept | [SUBCATEGORY] architectural style | [NAME] paifang | [DESC] traditional style of Chinese architectural arched gateway | [WIKI] ,2,cultural exclusive
http://www.wikidata.org/entity/Q393148,aggadah,non-legalistic exegetical texts in the classical rabbinic literature,concept,Literature,literary genre,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Literature | [TYPE] concept | [SUBCATEGORY] literary genre | [NAME] aggadah | [DESC] non-legalistic exegetical texts in the classical rabbinic literature | [WIKI] ,2,cultural exclusive
http://www.wikidata.org/entity/Q1711275,Jugendburg,mediaeval castle in German-speaking countries that was converted during the 20th century into a public community centre or educational facility for young people,concept,architecture,building,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] architecture | [TYPE] concept | [SUBCATEGORY] building | [NAME] Jugendburg | [DESC] mediaeval castle in German-speaking countries that was converted during the 20th century into a public community centre or educational facility for young people | [WIKI] ,2,cultural exclusive
http://www.wikidata.org/entity/Q519926,Yubitsume,Japanese ritual,concept,Gestures and habits,ritual,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Gestures and habits | [TYPE] concept | [SUBCATEGORY] ritual | [NAME] Yubitsume | [DESC] Japanese ritual | [WIKI] ,2,cultural exclusive
http://www.wikidata.org/entity/Q163560,Axel Springer SE,large multimedia company in Europe,named entity,media,media company,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] media | [TYPE] named entity | [SUBCATEGORY] media company | [NAME] Axel Springer SE | [DESC] large multimedia company in Europe | [WIKI] ,1,cultural representative
http://www.wikidata.org/entity/Q5403434,ethicist,moral principle analyst,concept,philosophy and religion,philosopher,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] philosophy and religion | [TYPE] concept | [SUBCATEGORY] philosopher | [NAME] ethicist | [DESC] moral principle analyst | [WIKI] ,0,cultural agnostic
http://www.wikidata.org/entity/Q167681,Vahana,animal or mythical entity that a particular Hindu deity uses as vehicle,concept,transportation,mode of transport,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] transportation | [TYPE] concept | [SUBCATEGORY] mode of transport | [NAME] Vahana | [DESC] animal or mythical entity that a particular Hindu deity uses as vehicle | [WIKI] ,1,cultural representative
http://www.wikidata.org/entity/Q508557,Panhellenic Games,Four distinct Ancient Greek sports festivals,named entity,sports,recurring sporting event,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] sports | [TYPE] named entity | [SUBCATEGORY] recurring sporting event | [NAME] Panhellenic Games | [DESC] Four distinct Ancient Greek sports festivals | [WIKI] ,2,cultural exclusive
http://www.wikidata.org/entity/Q85750582,Captain Cook,1972 non-fiction book by Alistair MacLean,named entity,Books,book,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Books | [TYPE] named entity | [SUBCATEGORY] book | [NAME] Captain Cook | [DESC] 1972 non-fiction book by Alistair MacLean | [WIKI] ,2,cultural exclusive
http://www.wikidata.org/entity/Q416,disk magazine,electronic magazine to be read using computers,concept,media,magazine,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] media | [TYPE] concept | [SUBCATEGORY] magazine | [NAME] disk magazine | [DESC] electronic magazine to be read using computers | [WIKI] ,0,cultural agnostic
http://www.wikidata.org/entity/Q193475,menhir,large upright standing stone,concept,History,monument,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] History | [TYPE] concept | [SUBCATEGORY] monument | [NAME] menhir | [DESC] large upright standing stone | [WIKI] ,2,cultural exclusive
http://www.wikidata.org/entity/Q191378,Z-Boys,influential group of mid-1970s skateboarders,named entity,sports,sports team,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] sports | [TYPE] named entity | [SUBCATEGORY] sports team | [NAME] Z-Boys | [DESC] influential group of mid-1970s skateboarders | [WIKI] ,2,cultural exclusive
http://www.wikidata.org/entity/Q751734,smoking ban,"public policies, including criminal laws and occupational safety and health regulations, that prohibit tobacco smoking in workplaces and other public spaces",concept,politics,policy,"[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] politics | [TYPE] concept | [SUBCATEGORY] policy | [NAME] smoking ban | [DESC] public policies, including criminal laws and occupational safety and health regulations, that prohibit tobacco smoking in workplaces and other public spaces | [WIKI] ",0,cultural agnostic
http://www.wikidata.org/entity/Q392,Bob Dylan,American singer-songwriter (born 1941),named entity,Literature,poet,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Literature | [TYPE] named entity | [SUBCATEGORY] poet | [NAME] Bob Dylan | [DESC] American singer-songwriter (born 1941) | [WIKI] ,1,cultural representative
http://www.wikidata.org/entity/Q1917775,music publishing company,"company that licenses compositions, collects royalties and distributes them to the composers",concept,Literature,publisher,"[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Literature | [TYPE] concept | [SUBCATEGORY] publisher | [NAME] music publishing company | [DESC] company that licenses compositions, collects royalties and distributes them to the composers | [WIKI] ",0,cultural agnostic
http://www.wikidata.org/entity/Q720829,open government,governing doctrine which holds that citizens have the right to access the documents and proceedings of the government to allow for effective public oversight,concept,politics,government,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] politics | [TYPE] concept | [SUBCATEGORY] government | [NAME] open government | [DESC] governing doctrine which holds that citizens have the right to access the documents and proceedings of the government to allow for effective public oversight | [WIKI] ,0,cultural agnostic
http://www.wikidata.org/entity/Q291331,Darcey Bussell,British ballerina,named entity,Performing arts,choreographer,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Performing arts | [TYPE] named entity | [SUBCATEGORY] choreographer | [NAME] Darcey Bussell | [DESC] British ballerina | [WIKI] ,1,cultural representative
http://www.wikidata.org/entity/Q256658,stand-your-ground law,legal principle permitting use of force against aggressors without obligation to retreat,concept,politics,law,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] politics | [TYPE] concept | [SUBCATEGORY] law | [NAME] stand-your-ground law | [DESC] legal principle permitting use of force against aggressors without obligation to retreat | [WIKI] ,0,cultural agnostic
http://www.wikidata.org/entity/Q811095,construction of the World Trade Center,building construction project in New York City (1968–1987),named entity,architecture,construction,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] architecture | [TYPE] named entity | [SUBCATEGORY] construction | [NAME] construction of the World Trade Center | [DESC] building construction project in New York City (1968–1987) | [WIKI] ,1,cultural representative
http://www.wikidata.org/entity/Q2707485,scenographer,"Designers of all visual aspects of a stage production, including scenery, properties, lighting, costume, and makeup",concept,Fashion,designer,"[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Fashion | [TYPE] concept | [SUBCATEGORY] designer | [NAME] scenographer | [DESC] Designers of all visual aspects of a stage production, including scenery, properties, lighting, costume, and makeup | [WIKI] ",0,cultural agnostic
http://www.wikidata.org/entity/Q67052,Barberêche,"former municipality and village in Courtepin in the canton of Fribourg, Switzerland",named entity,Geography,neighborhood,"[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Geography | [TYPE] named entity | [SUBCATEGORY] neighborhood | [NAME] Barberêche | [DESC] former municipality and village in Courtepin in the canton of Fribourg, Switzerland | [WIKI] ",2,cultural exclusive
http://www.wikidata.org/entity/Q343276,Actimel,Dairy brand,named entity,food,drink,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] food | [TYPE] named entity | [SUBCATEGORY] drink | [NAME] Actimel | [DESC] Dairy brand | [WIKI] ,0,cultural agnostic
http://www.wikidata.org/entity/Q546359,doo-wop,style of rhythm & blues,concept,Music,music genre,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Music | [TYPE] concept | [SUBCATEGORY] music genre | [NAME] doo-wop | [DESC] style of rhythm & blues | [WIKI] ,1,cultural representative
http://www.wikidata.org/entity/Q1072742,freshwater fish,fish that live all or much of their lives in freshwater,concept,Biology,fish,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Biology | [TYPE] concept | [SUBCATEGORY] fish | [NAME] freshwater fish | [DESC] fish that live all or much of their lives in freshwater | [WIKI] ,0,cultural agnostic
http://www.wikidata.org/entity/Q584301,bassist,musician who plays a bass instrument,concept,Music,musical profession,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Music | [TYPE] concept | [SUBCATEGORY] musical profession | [NAME] bassist | [DESC] musician who plays a bass instrument | [WIKI] ,0,cultural agnostic
http://www.wikidata.org/entity/Q1130359,loincloth,"cloth worn around the loins, often as the sole article of clothing in warm climates",concept,Fashion,traditional costume,"[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Fashion | [TYPE] concept | [SUBCATEGORY] traditional costume | [NAME] loincloth | [DESC] cloth worn around the loins, often as the sole article of clothing in warm climates | [WIKI] ",0,cultural agnostic
http://www.wikidata.org/entity/Q252800,Abbot's Palace (Oliwa),building,entity,History,museum,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] History | [TYPE] entity | [SUBCATEGORY] museum | [NAME] Abbot's Palace (Oliwa) | [DESC] building | [WIKI] ,2,cultural exclusive
http://www.wikidata.org/entity/Q4447,Despicable Me,2010 film directed by Pierre Coffin and Chris Renaud,named entity,Comics and Anime,animated film,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Comics and Anime | [TYPE] named entity | [SUBCATEGORY] animated film | [NAME] Despicable Me | [DESC] 2010 film directed by Pierre Coffin and Chris Renaud | [WIKI] ,1,cultural representative
http://www.wikidata.org/entity/Q1615950,Weihnachtsmärchen,theatrical genre,named entity,Performing arts,theatrical genre,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Performing arts | [TYPE] named entity | [SUBCATEGORY] theatrical genre | [NAME] Weihnachtsmärchen | [DESC] theatrical genre | [WIKI] ,2,cultural exclusive
http://www.wikidata.org/entity/Q3292396,Marie Bourgeois,French chef,named entity,food,cook,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] food | [TYPE] named entity | [SUBCATEGORY] cook | [NAME] Marie Bourgeois | [DESC] French chef | [WIKI] ,1,cultural representative
http://www.wikidata.org/entity/Q53045,Giuseppe Tornatore,Italian film director and screenwriter,named entity,Films,film director,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Films | [TYPE] named entity | [SUBCATEGORY] film director | [NAME] Giuseppe Tornatore | [DESC] Italian film director and screenwriter | [WIKI] ,1,cultural representative
http://www.wikidata.org/entity/Q969772,Free agent,player who is eligible to sign with any club or franchise,concept,sports,athlete,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] sports | [TYPE] concept | [SUBCATEGORY] athlete | [NAME] Free agent | [DESC] player who is eligible to sign with any club or franchise | [WIKI] ,0,cultural agnostic
http://www.wikidata.org/entity/Q1728977,karashi,mustard used in Japan,concept,food,ingredient,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] food | [TYPE] concept | [SUBCATEGORY] ingredient | [NAME] karashi | [DESC] mustard used in Japan | [WIKI] ,1,cultural representative
http://www.wikidata.org/entity/Q286522,Oskar Schindler's Enamel Factory,architectural structure,named entity,architecture,architectural structure,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] architecture | [TYPE] named entity | [SUBCATEGORY] architectural structure | [NAME] Oskar Schindler's Enamel Factory | [DESC] architectural structure | [WIKI] ,1,cultural representative
http://www.wikidata.org/entity/Q7362654,Romanian philosophy,philosophy done in Romania or by Romanians,concept,philosophy and religion,philosophy,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] philosophy and religion | [TYPE] concept | [SUBCATEGORY] philosophy | [NAME] Romanian philosophy | [DESC] philosophy done in Romania or by Romanians | [WIKI] ,2,cultural exclusive
http://www.wikidata.org/entity/Q224904,Ed Arno,Cartoonist/contributing to The New Yorker from 1969 to 2001,named entity,Comics and Anime,comics artist,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Comics and Anime | [TYPE] named entity | [SUBCATEGORY] comics artist | [NAME] Ed Arno | [DESC] Cartoonist/contributing to The New Yorker from 1969 to 2001 | [WIKI] ,1,cultural representative
http://www.wikidata.org/entity/Q562214,manhwa,comics created in Korea,concept,Comics and Anime,comics,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Comics and Anime | [TYPE] concept | [SUBCATEGORY] comics | [NAME] manhwa | [DESC] comics created in Korea | [WIKI] ,1,cultural representative
http://www.wikidata.org/entity/Q646420,Fayum mummy portraits,type of ancient naturalistic portraits from Roman Egypt,concept,Visual Arts,painting,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Visual Arts | [TYPE] concept | [SUBCATEGORY] painting | [NAME] Fayum mummy portraits | [DESC] type of ancient naturalistic portraits from Roman Egypt | [WIKI] ,2,cultural exclusive
http://www.wikidata.org/entity/Q1172458,muhaddith,specialist who profoundly knows and narrates hadith,concept,Books,non-fiction writer,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Books | [TYPE] concept | [SUBCATEGORY] non-fiction writer | [NAME] muhaddith | [DESC] specialist who profoundly knows and narrates hadith | [WIKI] ,2,cultural exclusive
http://www.wikidata.org/entity/Q2210815,Orthodox Reformed Chorch,era in the history of Calvinism,concept,philosophy and religion,religious movement,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] philosophy and religion | [TYPE] concept | [SUBCATEGORY] religious movement | [NAME] Orthodox Reformed Chorch | [DESC] era in the history of Calvinism | [WIKI] ,1,cultural representative
http://www.wikidata.org/entity/Q177718,sideman,role for a musician,concept,Music,musician,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Music | [TYPE] concept | [SUBCATEGORY] musician | [NAME] sideman | [DESC] role for a musician | [WIKI] ,0,cultural agnostic
http://www.wikidata.org/entity/Q2004963,numismatist,"person studying currencies, coins or paper money",concept,History,historian,"[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] History | [TYPE] concept | [SUBCATEGORY] historian | [NAME] numismatist | [DESC] person studying currencies, coins or paper money | [WIKI] ",0,cultural agnostic
http://www.wikidata.org/entity/Q2940649,Cartoon Saloon,Irish animation studio,named entity,Comics and Anime,animation studio,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Comics and Anime | [TYPE] named entity | [SUBCATEGORY] animation studio | [NAME] Cartoon Saloon | [DESC] Irish animation studio | [WIKI] ,2,cultural exclusive
http://www.wikidata.org/entity/Q358576,Technoparade,parade of vehicles equipped with strong loudspeakers and amplifiers playing electronic dance music,concept,Music,music festival,[ATTACHMENT] 0 | [SPREAD] 0 | [SPECIFICITY] 0 | [LANGUAGES] 0 | [INSTANCEOF] 0 | [SUBCLASSOF] 0 | [DESCRIBEDBY] 0 | [CATEGORY] Music | [TYPE] concept | [SUBCATEGORY] music festival | [NAME] Technoparade | [DESC] parade of vehicles equipped with strong loudspeakers and amplifiers playing electronic dance music | [WIKI] ,1,cultural representative
